a1,d,g,u
0.192000443565415,1.49434857962526,0,1
0.338828612816334,3.63466116546598,0,1
0.397844772033731,0.384284964118431,0,1
0.4987811339734,-0.80402812202853,0,1
0.161645369258105,-0.728633483170692,0,1
1.27844284886776,-1.86768155740476,0,1
3.05911106746439,-0.991306416256443,0,1
3.22859259116401,-1.59680632629053,0,1
2.65435359764284,0.345789912280305,0,1
4.058487510698,0.462546979828277,0,1
3.93269974118359,-0.158221364661055,0,1
0.644157194728675,0.619504059901391,0,1
1.23848826391186,-1.94106431755373,0,1
3.39728316274143,-0.184996046957839,0,1
2.62420818524907,0.246441957500796,0,1
4.08411830153757,0.224024542383879,0,1
0.53951239165309,0.0635781674162696,0,1
0.380689433781894,0.533347946015498,0,1
2.68710578276159,-0.300019495042094,0,1
0.458463650133725,-2.69750569765358,0,1
3.79507901706583,1.04788611134507,0,1
4.69095969904609,0.82470196239827,0,1
2.87447208339211,-0.172006357774576,0,1
5.51053941259844,3.24917046199951,0,1
5.85266329274424,1.05760182526873,0,1
2.67789283759023,-0.266731233820726,0,1
0.829176260585086,0.360133826383879,0,1
5.17980589283,1.35385107420099,0,1
8.91114204036604,4.18794217168314,0,1
1.12716396961854,-0.578725249350404,0,1
1.79239040940711,-0.0153951135514411,0,1
3.93599066103263,-0.668512383155151,0,1
4.14171903480494,1.43520725560033,0,1
3.02437685539555,-1.28534183111468,0,1
1.98372380629966,0.949635296281694,0,1
2.94029333469807,1.01136355682294,0,1
3.34725458276769,1.57109896073416,0,1
2.48887569581815,1.13849228331451,0,1
3.73422732873243,-0.857996046138903,0,1
3.12886386935425,0.965708471041789,0,1
3.67478248015164,0.28310780480212,0,1
0.638866504464517,2.29520026164645,0,1
2.85700227019917,0.171270871828663,0,1
1.11954605817108,0.95304711574326,0,1
2.22226666117921,1.0929421774039,0,1
0.222947058086341,2.39838323769809,0,1
2.1212336030791,1.95208774937028,0,1
1.5802128494554,1.32126422012024,0,1
0.392604495836485,1.66326842232244,0,1
2.77914621248678,0.859579903314728,0,1
1.23347443437692,1.01376626905619,0,1
2.91553892507517,-0.172808504260943,0,1
1.61820711405301,-0.207328540941975,0,1
2.20202670281969,0.0874466195885406,0,1
1.93765764635021,2.35743563830634,0,1
0.229051465829204,-0.413351141006235,0,1
2.2302467711908,0.257268116350421,0,1
2.59171436823617,0.711158694077406,0,1
1.993135614501,-0.0579594829917971,0,1
3.6341371637504,0.747956017951685,0,1
-0.0102594008629397,2.33274324795468,0,1
0.0251576823284227,3.58744868631681,0,1
-0.206707156387257,1.98250755873241,0,1
0.396577447010851,1.55447949891579,0,1
0.315042695803992,0.8445434816448,0,1
-0.0831738823548984,0.375260545753056,0,1
4.02508933332983,1.25483830275646,0,1
2.60899631128432,-2.76578048780448,0,1
0.857247531951844,-0.410815366825047,0,1
2.75308789269786,-1.63883863480324,0,1
2.75278718812028,-1.86983487721362,0,1
3.2359824334457,-0.566732196023364,0,1
1.94998186975487,-0.743324940073161,0,1
1.46254385658503,-4.66174002217114,0,1
2.52578109483242,-0.260141032135326,0,1
2.99981732441686,0.325868888274759,0,1
3.77901691156295,2.23215837781017,0,1
2.13714236431737,-0.384256443517989,0,1
3.07703379873352,2.39360790006484,0,1
